year,season,type,club1,club2,result1,result2,date,time,index,dates,scheduleid
2018,spring,常规赛,VG,LNG,0,2,03-25,17:00,https://www.wanplus.com/schedule/39446.html,2018/03/25 17:00:00,39446
2018,spring,常规赛,IG,RNG,2,0,03-25,19:00,https://www.wanplus.com/schedule/39447.html,2018/03/25 19:00:00,39447
2018,spring,常规赛,SN,RW,2,0,03-26,17:00,https://www.wanplus.com/schedule/39449.html,2018/03/26 17:00:00,39449
2018,spring,常规赛,TES,JDG,1,2,03-26,19:00,https://www.wanplus.com/schedule/39450.html,2018/03/26 19:00:00,39450
2018,spring,常规赛,FPX,OMG,2,0,03-27,17:00,https://www.wanplus.com/schedule/39451.html,2018/03/27 17:00:00,39451
2018,spring,常规赛,BLG,LNG,2,0,03-27,19:00,https://www.wanplus.com/schedule/39452.html,2018/03/27 19:00:00,39452
2018,spring,常规赛,IG,TES,2,0,03-28,17:00,https://www.wanplus.com/schedule/39453.html,2018/03/28 17:00:00,39453
2018,spring,常规赛,SN,RNG,0,2,03-28,19:00,https://www.wanplus.com/schedule/39454.html,2018/03/28 19:00:00,39454
2018,spring,常规赛,LGD,JDG,2,1,03-30,17:00,https://www.wanplus.com/schedule/39455.html,2018/03/30 17:00:00,39455
2018,spring,常规赛,FPX,BLG,0,2,03-30,19:00,https://www.wanplus.com/schedule/39456.html,2018/03/30 19:00:00,39456
2018,spring,常规赛,IG,RW,2,0,03-31,17:00,https://www.wanplus.com/schedule/39457.html,2018/03/31 17:00:00,39457
2018,spring,常规赛,EDG,WE,2,1,03-31,19:00,https://www.wanplus.com/schedule/39458.html,2018/03/31 19:00:00,39458
2018,spring,常规赛,LGD,RNG,2,1,03-31,19:00,https://www.wanplus.com/schedule/39459.html,2018/03/31 19:00:00,39459
2018,spring,常规赛,OMG,BLG,0,2,04-01,14:00,https://www.wanplus.com/schedule/39460.html,2018/04/01 14:00:00,39460
2018,spring,常规赛,FPX,LNG,2,0,04-01,17:00,https://www.wanplus.com/schedule/39461.html,2018/04/01 17:00:00,39461
2018,spring,常规赛,SN,JDG,1,2,04-01,19:00,https://www.wanplus.com/schedule/39462.html,2018/04/01 19:00:00,39462
2018,spring,常规赛,VG,WE,0,2,04-02,17:00,https://www.wanplus.com/schedule/39463.html,2018/04/02 17:00:00,39463
2018,spring,常规赛,RNG,RW,2,0,04-02,19:00,https://www.wanplus.com/schedule/39464.html,2018/04/02 19:00:00,39464
2018,spring,常规赛,IG,SN,2,1,04-03,17:00,https://www.wanplus.com/schedule/39465.html,2018/04/03 17:00:00,39465
2018,spring,常规赛,FPX,EDG,0,2,04-03,19:00,https://www.wanplus.com/schedule/39466.html,2018/04/03 19:00:00,39466
2018,spring,常规赛,LGD,TES,0,2,04-04,17:00,https://www.wanplus.com/schedule/39467.html,2018/04/04 17:00:00,39467
2018,spring,常规赛,OMG,LNG,2,0,04-04,19:00,https://www.wanplus.com/schedule/39468.html,2018/04/04 19:00:00,39468
2018,spring,常规赛,VG,BLG,0,2,04-06,17:00,https://www.wanplus.com/schedule/39469.html,2018/04/06 17:00:00,39469
2018,spring,常规赛,LNG,WE,2,1,04-06,19:00,https://www.wanplus.com/schedule/39470.html,2018/04/06 19:00:00,39470
2018,spring,常规赛,RW,JDG,1,2,04-07,17:00,https://www.wanplus.com/schedule/39471.html,2018/04/07 17:00:00,39471
2018,spring,常规赛,RNG,TES,2,0,04-07,19:00,https://www.wanplus.com/schedule/39472.html,2018/04/07 19:00:00,39472
2018,spring,常规赛,LGD,IG,0,2,04-07,19:00,https://www.wanplus.com/schedule/39473.html,2018/04/07 19:00:00,39473
2018,spring,常规赛,OMG,WE,2,1,04-08,14:00,https://www.wanplus.com/schedule/39474.html,2018/04/08 14:00:00,39474
2018,spring,常规赛,VG,FPX,1,2,04-08,17:00,https://www.wanplus.com/schedule/39475.html,2018/04/08 17:00:00,39475
2018,spring,常规赛,EDG,BLG,2,1,04-08,19:00,https://www.wanplus.com/schedule/39476.html,2018/04/08 19:00:00,39476
2018,spring,季后赛_A_1,RNG,WE,3,0,04-12,17:00,https://www.wanplus.com/schedule/41393.html,2018/04/12 17:00:00,41393
2018,spring,季后赛_B_1,BLG,JDG,3,0,04-13,17:00,https://www.wanplus.com/schedule/41396.html,2018/04/13 17:00:00,41396
2018,spring,季后赛_A_2,LNG,RNG,1,3,04-14,17:00,https://www.wanplus.com/schedule/41394.html,2018/04/14 17:00:00,41394
2018,spring,季后赛_B_2,RW,BLG,3,2,04-15,17:00,https://www.wanplus.com/schedule/41397.html,2018/04/15 17:00:00,41397
2018,spring,季后赛_A_3,IG,RNG,2,3,04-21,17:00,https://www.wanplus.com/schedule/41395.html,2018/04/21 17:00:00,41395
2018,spring,季后赛_B_3,EDG,RW,3,1,04-22,17:00,https://www.wanplus.com/schedule/41398.html,2018/04/22 17:00:00,41398
2018,spring,季军赛,IG,RW,1,3,04-24,17:00,https://www.wanplus.com/schedule/41401.html,2018/04/24 17:00:00,41401
2018,spring,决赛阶段,RNG,EDG,3,1,04-28,15:00,https://www.wanplus.com/schedule/41400.html,2018/04/28 15:00:00,41400
2018,summer,常规赛,JDG,IG,1,2,06-11,17:00,https://www.wanplus.com/schedule/42677.html,2018/06/11 17:00:00,42677
2018,summer,常规赛,VG,BLG,1,2,06-11,19:30,https://www.wanplus.com/schedule/42678.html,2018/06/11 19:30:00,42678
2018,summer,常规赛,OMG,LNG,2,1,06-12,17:00,https://www.wanplus.com/schedule/42679.html,2018/06/12 17:00:00,42679
2018,summer,常规赛,TES,RW,0,2,06-12,19:00,https://www.wanplus.com/schedule/42680.html,2018/06/12 19:00:00,42680
2018,summer,常规赛,IG,LGD,2,0,06-13,17:00,https://www.wanplus.com/schedule/42681.html,2018/06/13 17:00:00,42681
2018,summer,常规赛,BLG,JDG,1,2,06-13,19:00,https://www.wanplus.com/schedule/42682.html,2018/06/13 19:00:00,42682
2018,summer,常规赛,SN,VG,2,1,06-15,17:00,https://www.wanplus.com/schedule/42683.html,2018/06/15 17:00:00,42683
2018,summer,常规赛,FPX,LNG,0,2,06-15,19:00,https://www.wanplus.com/schedule/42813.html,2018/06/15 19:00:00,42813
2018,summer,常规赛,SN,LGD,2,0,06-16,14:00,https://www.wanplus.com/schedule/42814.html,2018/06/16 14:00:00,42814
2018,summer,常规赛,RW,OMG,2,0,06-16,17:00,https://www.wanplus.com/schedule/42815.html,2018/06/16 17:00:00,42815
2018,summer,常规赛,WE,TES,0,2,06-16,19:00,https://www.wanplus.com/schedule/42816.html,2018/06/16 19:00:00,42816
2018,summer,常规赛,EDG,FPX,2,1,06-17,14:00,https://www.wanplus.com/schedule/42817.html,2018/06/17 14:00:00,42817
2018,summer,常规赛,WE,LNG,1,2,06-17,17:00,https://www.wanplus.com/schedule/42818.html,2018/06/17 17:00:00,42818
2018,summer,常规赛,RNG,JDG,1,2,06-17,19:00,https://www.wanplus.com/schedule/42819.html,2018/06/17 19:00:00,42819
2018,summer,常规赛,BLG,SN,0,2,06-18,17:00,https://www.wanplus.com/schedule/42684.html,2018/06/18 17:00:00,42684
2018,summer,常规赛,RNG,LGD,2,0,06-18,19:00,https://www.wanplus.com/schedule/42685.html,2018/06/18 19:00:00,42685
2018,summer,常规赛,WE,FPX,1,2,06-19,17:00,https://www.wanplus.com/schedule/42686.html,2018/06/19 17:00:00,42686
2018,summer,常规赛,EDG,OMG,2,0,06-19,19:00,https://www.wanplus.com/schedule/42687.html,2018/06/19 19:00:00,42687
2018,summer,常规赛,IG,VG,2,0,06-20,17:00,https://www.wanplus.com/schedule/42688.html,2018/06/20 17:00:00,42688
2018,summer,常规赛,RNG,SN,2,0,06-20,19:00,https://www.wanplus.com/schedule/42689.html,2018/06/20 19:00:00,42689
2018,summer,常规赛,RW,LNG,2,0,06-22,17:00,https://www.wanplus.com/schedule/42690.html,2018/06/22 17:00:00,42690
2018,summer,常规赛,WE,OMG,2,1,06-22,19:00,https://www.wanplus.com/schedule/42820.html,2018/06/22 19:00:00,42820
2018,summer,常规赛,LGD,VG,1,2,06-23,14:00,https://www.wanplus.com/schedule/42821.html,2018/06/23 14:00:00,42821
2018,summer,常规赛,SN,JDG,1,2,06-23,17:00,https://www.wanplus.com/schedule/42822.html,2018/06/23 17:00:00,42822
2018,summer,常规赛,RNG,BLG,2,0,06-23,19:00,https://www.wanplus.com/schedule/42823.html,2018/06/23 19:00:00,42823
2018,summer,常规赛,OMG,TES,2,0,06-24,14:00,https://www.wanplus.com/schedule/42824.html,2018/06/24 14:00:00,42824
2018,summer,常规赛,EDG,WE,2,0,06-24,17:00,https://www.wanplus.com/schedule/42825.html,2018/06/24 17:00:00,42825
2018,summer,常规赛,RW,FPX,2,0,06-24,19:00,https://www.wanplus.com/schedule/42826.html,2018/06/24 19:00:00,42826
2018,summer,常规赛,JDG,LGD,2,1,06-25,17:00,https://www.wanplus.com/schedule/42691.html,2018/06/25 17:00:00,42691
2018,summer,常规赛,IG,SN,2,1,06-25,19:00,https://www.wanplus.com/schedule/42692.html,2018/06/25 19:00:00,42692
2018,summer,常规赛,TES,FPX,2,1,06-26,17:00,https://www.wanplus.com/schedule/42693.html,2018/06/26 17:00:00,42693
2018,summer,常规赛,EDG,LNG,0,2,06-26,19:00,https://www.wanplus.com/schedule/42695.html,2018/06/26 19:00:00,42695
2018,summer,常规赛,RNG,VG,2,0,06-27,17:00,https://www.wanplus.com/schedule/42696.html,2018/06/27 17:00:00,42696
2018,summer,常规赛,IG,BLG,2,0,06-27,19:00,https://www.wanplus.com/schedule/42697.html,2018/06/27 19:00:00,42697
2018,summer,常规赛,EDG,TES,2,0,06-29,17:00,https://www.wanplus.com/schedule/42859.html,2018/06/29 17:00:00,42859
2018,summer,常规赛,RW,WE,2,0,06-29,19:00,https://www.wanplus.com/schedule/42860.html,2018/06/29 19:00:00,42860
2018,summer,常规赛,BLG,LGD,1,2,06-30,14:00,https://www.wanplus.com/schedule/42861.html,2018/06/30 14:00:00,42861
2018,summer,常规赛,JDG,VG,2,0,06-30,17:00,https://www.wanplus.com/schedule/42862.html,2018/06/30 17:00:00,42862
2018,summer,常规赛,IG,RNG,1,2,06-30,19:00,https://www.wanplus.com/schedule/42863.html,2018/06/30 19:00:00,42863
2018,summer,常规赛,EDG,RW,2,0,07-01,19:00,https://www.wanplus.com/schedule/42866.html,2018/07/01 19:00:00,42866
2018,summer,常规赛,BLG,TES,2,1,07-13,17:00,https://www.wanplus.com/schedule/42698.html,2018/07/13 17:00:00,42698
2018,summer,常规赛,RNG,OMG,2,0,07-13,19:00,https://www.wanplus.com/schedule/42699.html,2018/07/13 19:00:00,42699
2018,summer,常规赛,LGD,LNG,0,2,07-14,14:00,https://www.wanplus.com/schedule/42700.html,2018/07/14 14:00:00,42700
2018,summer,常规赛,IG,FPX,2,0,07-14,17:00,https://www.wanplus.com/schedule/42701.html,2018/07/14 17:00:00,42701
2018,summer,常规赛,SN,RW,1,2,07-14,19:00,https://www.wanplus.com/schedule/42702.html,2018/07/14 19:00:00,42702
2018,summer,常规赛,JDG,WE,2,1,07-15,15:00,https://www.wanplus.com/schedule/42703.html,2018/07/15 15:00:00,42703
2018,summer,常规赛,VG,OMG,1,2,07-15,17:00,https://www.wanplus.com/schedule/42704.html,2018/07/15 17:00:00,42704
2018,summer,常规赛,RNG,EDG,2,1,07-15,19:00,https://www.wanplus.com/schedule/42867.html,2018/07/15 19:00:00,42867
2018,summer,常规赛,LGD,TES,2,1,07-16,17:00,https://www.wanplus.com/schedule/42705.html,2018/07/16 17:00:00,42705
2018,summer,常规赛,BLG,LNG,1,2,07-16,19:00,https://www.wanplus.com/schedule/42706.html,2018/07/16 19:00:00,42706
2018,summer,常规赛,VG,EDG,0,2,07-17,17:00,https://www.wanplus.com/schedule/42707.html,2018/07/17 17:00:00,42707
2018,summer,常规赛,JDG,FPX,2,1,07-17,19:00,https://www.wanplus.com/schedule/42708.html,2018/07/17 19:00:00,42708
2018,summer,常规赛,SN,OMG,2,1,07-18,17:00,https://www.wanplus.com/schedule/42711.html,2018/07/18 17:00:00,42711
2018,summer,常规赛,IG,WE,2,1,07-18,19:00,https://www.wanplus.com/schedule/42874.html,2018/07/18 19:00:00,42874
2018,summer,常规赛,JDG,RW,2,1,07-20,17:00,https://www.wanplus.com/schedule/42875.html,2018/07/20 17:00:00,42875
2018,summer,常规赛,RNG,FPX,1,2,07-20,19:00,https://www.wanplus.com/schedule/42882.html,2018/07/20 19:00:00,42882
2018,summer,常规赛,IG,TES,2,1,07-21,17:00,https://www.wanplus.com/schedule/42883.html,2018/07/21 17:00:00,42883
2018,summer,常规赛,SN,EDG,0,2,07-21,19:00,https://www.wanplus.com/schedule/42884.html,2018/07/21 19:00:00,42884
2018,summer,常规赛,VG,LNG,0,2,07-22,14:00,https://www.wanplus.com/schedule/42885.html,2018/07/22 14:00:00,42885
2018,summer,常规赛,LGD,WE,2,0,07-22,17:00,https://www.wanplus.com/schedule/42886.html,2018/07/22 17:00:00,42886
2018,summer,常规赛,RNG,RW,0,2,07-22,19:00,https://www.wanplus.com/schedule/42887.html,2018/07/22 19:00:00,42887
2018,summer,常规赛,JDG,TES,1,2,07-23,17:00,https://www.wanplus.com/schedule/42712.html,2018/07/23 17:00:00,42712
2018,summer,常规赛,BLG,EDG,2,0,07-23,19:00,https://www.wanplus.com/schedule/42713.html,2018/07/23 19:00:00,42713
2018,summer,常规赛,SN,WE,0,2,07-24,17:00,https://www.wanplus.com/schedule/42714.html,2018/07/24 17:00:00,42714
2018,summer,常规赛,LGD,OMG,2,0,07-24,19:00,https://www.wanplus.com/schedule/42715.html,2018/07/24 19:00:00,42715
2018,summer,常规赛,IG,LNG,2,1,07-25,17:00,https://www.wanplus.com/schedule/42716.html,2018/07/25 17:00:00,42716
2018,summer,常规赛,BLG,RW,1,2,07-25,19:00,https://www.wanplus.com/schedule/42717.html,2018/07/25 19:00:00,42717
2018,summer,常规赛,VG,FPX,1,2,07-27,17:00,https://www.wanplus.com/schedule/42718.html,2018/07/27 17:00:00,42718
2018,summer,常规赛,RNG,WE,2,0,07-27,19:00,https://www.wanplus.com/schedule/42888.html,2018/07/27 19:00:00,42888
2018,summer,常规赛,BLG,OMG,0,2,07-28,14:00,https://www.wanplus.com/schedule/42889.html,2018/07/28 14:00:00,42889
2018,summer,常规赛,LGD,RW,0,2,07-28,17:00,https://www.wanplus.com/schedule/42890.html,2018/07/28 17:00:00,42890
2018,summer,常规赛,IG,EDG,2,1,07-28,19:00,https://www.wanplus.com/schedule/42891.html,2018/07/28 19:00:00,42891
2018,summer,常规赛,SN,FPX,2,0,07-29,14:00,https://www.wanplus.com/schedule/42892.html,2018/07/29 14:00:00,42892
2018,summer,常规赛,JDG,LNG,2,0,07-29,17:00,https://www.wanplus.com/schedule/42893.html,2018/07/29 17:00:00,42893
2018,summer,常规赛,RNG,TES,2,0,07-29,19:00,https://www.wanplus.com/schedule/42894.html,2018/07/29 19:00:00,42894
2018,summer,常规赛,BLG,FPX,2,0,07-30,17:00,https://www.wanplus.com/schedule/42719.html,2018/07/30 17:00:00,42719
2018,summer,常规赛,VG,RW,0,2,07-30,19:00,https://www.wanplus.com/schedule/42720.html,2018/07/30 19:00:00,42720
2018,summer,常规赛,SN,LNG,2,0,07-31,17:00,https://www.wanplus.com/schedule/42721.html,2018/07/31 17:00:00,42721
2018,summer,常规赛,IG,OMG,2,1,07-31,19:00,https://www.wanplus.com/schedule/42722.html,2018/07/31 19:00:00,42722
2018,summer,常规赛,LGD,RNG,0,2,08-01,14:00,https://www.wanplus.com/schedule/42919.html,2018/08/01 14:00:00,42919
2018,summer,常规赛,VG,TES,0,2,08-01,17:00,https://www.wanplus.com/schedule/42723.html,2018/08/01 17:00:00,42723
2018,summer,常规赛,JDG,EDG,2,1,08-01,19:00,https://www.wanplus.com/schedule/42724.html,2018/08/01 19:00:00,42724
2018,summer,常规赛,RW,EDG,2,0,08-02,19:00,https://www.wanplus.com/schedule/42912.html,2018/08/02 19:00:00,42912
2018,summer,常规赛,LGD,FPX,2,0,08-03,17:00,https://www.wanplus.com/schedule/42725.html,2018/08/03 17:00:00,42725
2018,summer,常规赛,BLG,WE,2,1,08-03,19:00,https://www.wanplus.com/schedule/42895.html,2018/08/03 19:00:00,42895
2018,summer,常规赛,RNG,LNG,2,1,08-04,14:00,https://www.wanplus.com/schedule/42896.html,2018/08/04 14:00:00,42896
2018,summer,常规赛,SN,TES,1,2,08-04,17:00,https://www.wanplus.com/schedule/42897.html,2018/08/04 17:00:00,42897
2018,summer,常规赛,IG,RW,2,1,08-04,19:00,https://www.wanplus.com/schedule/42898.html,2018/08/04 19:00:00,42898
2018,summer,常规赛,VG,WE,1,2,08-05,14:00,https://www.wanplus.com/schedule/42899.html,2018/08/05 14:00:00,42899
2018,summer,常规赛,LGD,EDG,2,1,08-05,17:00,https://www.wanplus.com/schedule/42900.html,2018/08/05 17:00:00,42900
2018,summer,常规赛,JDG,OMG,2,0,08-05,19:00,https://www.wanplus.com/schedule/42901.html,2018/08/05 19:00:00,42901
2018,summer,常规赛,WE,TES,1,2,08-06,17:00,https://www.wanplus.com/schedule/42911.html,2018/08/06 17:00:00,42911
2018,summer,常规赛,FPX,OMG,2,0,08-06,19:00,https://www.wanplus.com/schedule/42727.html,2018/08/06 19:00:00,42727
2018,summer,常规赛,BLG,IG,0,2,08-07,17:00,https://www.wanplus.com/schedule/42728.html,2018/08/07 17:00:00,42728
2018,summer,常规赛,SN,RNG,2,0,08-07,19:00,https://www.wanplus.com/schedule/42729.html,2018/08/07 19:00:00,42729
2018,summer,常规赛,TES,EDG,2,1,08-08,17:00,https://www.wanplus.com/schedule/42730.html,2018/08/08 17:00:00,42730
2018,summer,常规赛,OMG,WE,2,1,08-08,19:00,https://www.wanplus.com/schedule/42731.html,2018/08/08 19:00:00,42731
2018,summer,常规赛,JDG,BLG,2,0,08-10,17:00,https://www.wanplus.com/schedule/42732.html,2018/08/10 17:00:00,42732
2018,summer,常规赛,VG,RNG,1,2,08-10,19:00,https://www.wanplus.com/schedule/42902.html,2018/08/10 19:00:00,42902
2018,summer,常规赛,TES,FPX,0,2,08-11,14:00,https://www.wanplus.com/schedule/42903.html,2018/08/11 14:00:00,42903
2018,summer,常规赛,WE,EDG,0,2,08-11,17:00,https://www.wanplus.com/schedule/42904.html,2018/08/11 17:00:00,42904
2018,summer,常规赛,OMG,RW,1,2,08-11,19:00,https://www.wanplus.com/schedule/42905.html,2018/08/11 19:00:00,42905
2018,summer,常规赛,VG,LGD,0,2,08-12,14:00,https://www.wanplus.com/schedule/42906.html,2018/08/12 14:00:00,42906
2018,summer,常规赛,JDG,SN,1,2,08-12,17:00,https://www.wanplus.com/schedule/42907.html,2018/08/12 17:00:00,42907
2018,summer,常规赛,IG,RNG,2,0,08-12,19:00,https://www.wanplus.com/schedule/42908.html,2018/08/12 19:00:00,42908
2018,summer,常规赛,OMG,EDG,0,2,08-13,17:00,https://www.wanplus.com/schedule/42733.html,2018/08/13 17:00:00,42733
2018,summer,常规赛,FPX,WE,0,2,08-13,19:00,https://www.wanplus.com/schedule/42734.html,2018/08/13 19:00:00,42734
2018,summer,常规赛,BLG,RNG,1,2,08-14,17:00,https://www.wanplus.com/schedule/42735.html,2018/08/14 17:00:00,42735
2018,summer,常规赛,LGD,SN,0,2,08-14,19:00,https://www.wanplus.com/schedule/42736.html,2018/08/14 19:00:00,42736
2018,summer,常规赛,TES,RW,0,2,08-15,19:00,https://www.wanplus.com/schedule/42737.html,2018/08/15 19:00:00,42737
2018,summer,常规赛,VG,JDG,0,2,08-17,17:00,https://www.wanplus.com/schedule/42739.html,2018/08/17 17:00:00,42739
2018,summer,常规赛,LGD,IG,1,2,08-17,19:00,https://www.wanplus.com/schedule/42909.html,2018/08/17 19:00:00,42909
2018,summer,常规赛,FPX,LNG,2,0,08-18,17:00,https://www.wanplus.com/schedule/42910.html,2018/08/18 17:00:00,42910
2018,summer,常规赛,VG,IG,0,2,08-19,14:00,https://www.wanplus.com/schedule/42913.html,2018/08/19 14:00:00,42913
2018,summer,常规赛,OMG,LNG,1,2,08-19,19:00,https://www.wanplus.com/schedule/42915.html,2018/08/19 19:00:00,42915
2018,summer,常规赛,LNG,RW,1,2,08-21,17:00,https://www.wanplus.com/schedule/42726.html,2018/08/21 17:00:00,42726
2018,summer,常规赛,BLG,SN,2,1,08-21,19:00,https://www.wanplus.com/schedule/42918.html,2018/08/21 19:00:00,42918
2018,summer,常规赛,TES,OMG,2,0,08-22,17:00,https://www.wanplus.com/schedule/42920.html,2018/08/22 17:00:00,42920
2018,summer,常规赛,SN,VG,2,0,08-24,17:00,https://www.wanplus.com/schedule/42922.html,2018/08/24 17:00:00,42922
2018,summer,常规赛,JDG,IG,0,2,08-24,19:00,https://www.wanplus.com/schedule/42923.html,2018/08/24 19:00:00,42923
2018,summer,常规赛,LGD,BLG,2,0,08-25,14:00,https://www.wanplus.com/schedule/42924.html,2018/08/25 14:00:00,42924
2018,summer,常规赛,RW,FPX,1,2,08-25,17:00,https://www.wanplus.com/schedule/42925.html,2018/08/25 17:00:00,42925
2018,summer,常规赛,TES,LNG,2,1,08-25,19:00,https://www.wanplus.com/schedule/42926.html,2018/08/25 19:00:00,42926
2018,summer,常规赛,VG,BLG,2,1,08-26,14:00,https://www.wanplus.com/schedule/42927.html,2018/08/26 14:00:00,42927
2018,summer,常规赛,SN,IG,1,2,08-26,17:00,https://www.wanplus.com/schedule/42928.html,2018/08/26 17:00:00,42928
2018,summer,常规赛,LGD,JDG,2,0,08-26,19:00,https://www.wanplus.com/schedule/42929.html,2018/08/26 19:00:00,42929
2018,summer,常规赛,FPX,EDG,1,2,09-01,17:00,https://www.wanplus.com/schedule/42916.html,2018/09/01 17:00:00,42916
2018,summer,常规赛,LNG,WE,0,2,09-01,19:00,https://www.wanplus.com/schedule/42921.html,2018/09/01 19:00:00,42921
2018,summer,常规赛,LNG,EDG,1,2,09-02,14:00,https://www.wanplus.com/schedule/42738.html,2018/09/02 14:00:00,42738
2018,summer,常规赛,RW,WE,1,2,09-02,17:00,https://www.wanplus.com/schedule/42917.html,2018/09/02 17:00:00,42917
2018,summer,常规赛,JDG,RNG,1,2,09-02,19:00,https://www.wanplus.com/schedule/42914.html,2018/09/02 19:00:00,42914
2018,summer,季后赛_A_1,TES,SN,3,2,09-05,16:30,https://www.wanplus.com/schedule/44753.html,2018/09/05 16:30:00,44753
2018,summer,季后赛_B_1,JDG,FPX,3,1,09-06,16:30,https://www.wanplus.com/schedule/44756.html,2018/09/06 16:30:00,44756
2018,summer,季后赛_A_2,RNG,TES,3,1,09-07,16:30,https://www.wanplus.com/schedule/44754.html,2018/09/07 16:30:00,44754
2018,summer,季后赛_B_2,EDG,JDG,1,3,09-08,16:30,https://www.wanplus.com/schedule/44757.html,2018/09/08 16:30:00,44757
2018,summer,季后赛_A_3,RW,RNG,1,3,09-09,16:30,https://www.wanplus.com/schedule/44755.html,2018/09/09 16:30:00,44755
2018,summer,季后赛_B_3,IG,JDG,3,2,09-10,16:30,https://www.wanplus.com/schedule/44758.html,2018/09/10 16:30:00,44758
2018,summer,季军赛,RW,JDG,0,3,09-12,16:30,https://www.wanplus.com/schedule/44759.html,2018/09/12 16:30:00,44759
2018,summer,决赛阶段,RNG,IG,3,2,09-14,15:00,https://www.wanplus.com/schedule/44760.html,2018/09/14 15:00:00,44760
2019,spring,常规赛,TES,IG,0,2,01-14,17:00,https://www.wanplus.com/schedule/47438.html,2019/01/14 17:00:00,47438
2019,spring,常规赛,FPX,RW,2,0,01-14,19:00,https://www.wanplus.com/schedule/47439.html,2019/01/14 19:00:00,47439
2019,spring,常规赛,EDG,DMO,2,0,01-15,17:00,https://www.wanplus.com/schedule/47440.html,2019/01/15 17:00:00,47440
2019,spring,常规赛,LGD,BLG,0,2,01-15,19:00,https://www.wanplus.com/schedule/47441.html,2019/01/15 19:00:00,47441
2019,spring,常规赛,SN,VG,2,1,01-16,17:00,https://www.wanplus.com/schedule/47442.html,2019/01/16 17:00:00,47442
2019,spring,常规赛,IG,OMG,2,0,01-16,19:00,https://www.wanplus.com/schedule/47443.html,2019/01/16 19:00:00,47443
2019,spring,常规赛,V5,TES,1,2,01-18,17:00,https://www.wanplus.com/schedule/47444.html,2019/01/18 17:00:00,47444
2019,spring,常规赛,EDG,LNG,1,2,01-18,19:00,https://www.wanplus.com/schedule/47445.html,2019/01/18 19:00:00,47445
2019,spring,常规赛,WE,DMO,0,2,01-19,17:00,https://www.wanplus.com/schedule/47446.html,2019/01/19 17:00:00,47446
2019,spring,常规赛,JDG,RW,2,1,01-19,19:00,https://www.wanplus.com/schedule/47447.html,2019/01/19 19:00:00,47447
2019,spring,常规赛,FPX,LNG,2,1,01-20,17:00,https://www.wanplus.com/schedule/47448.html,2019/01/20 17:00:00,47448
2019,spring,常规赛,SN,RNG,2,0,01-20,19:00,https://www.wanplus.com/schedule/47449.html,2019/01/20 19:00:00,47449
2019,spring,常规赛,OMG,BLG,2,0,01-21,17:00,https://www.wanplus.com/schedule/47450.html,2019/01/21 17:00:00,47450
2019,spring,常规赛,IG,RW,2,0,01-21,19:00,https://www.wanplus.com/schedule/47451.html,2019/01/21 19:00:00,47451
2019,spring,常规赛,LNG,DMO,0,2,01-22,17:00,https://www.wanplus.com/schedule/47452.html,2019/01/22 17:00:00,47452
2019,spring,常规赛,LGD,RNG,1,2,01-22,19:00,https://www.wanplus.com/schedule/47453.html,2019/01/22 19:00:00,47453
2019,spring,常规赛,WE,SN,0,2,01-23,17:00,https://www.wanplus.com/schedule/47454.html,2019/01/23 17:00:00,47454
2019,spring,常规赛,FPX,JDG,2,0,01-23,19:00,https://www.wanplus.com/schedule/47455.html,2019/01/23 19:00:00,47455
2019,spring,常规赛,V5,BLG,0,2,01-25,17:00,https://www.wanplus.com/schedule/47456.html,2019/01/25 17:00:00,47456
2019,spring,常规赛,EDG,VG,2,1,01-25,19:00,https://www.wanplus.com/schedule/47457.html,2019/01/25 19:00:00,47457
2019,spring,常规赛,RW,LGD,2,1,01-26,17:00,https://www.wanplus.com/schedule/47458.html,2019/01/26 17:00:00,47458
2019,spring,常规赛,TES,OMG,2,0,01-26,19:00,https://www.wanplus.com/schedule/47459.html,2019/01/26 19:00:00,47459
2019,spring,常规赛,SN,LNG,2,0,01-27,17:00,https://www.wanplus.com/schedule/47460.html,2019/01/27 17:00:00,47460
2019,spring,常规赛,IG,JDG,1,2,01-27,19:00,https://www.wanplus.com/schedule/47461.html,2019/01/27 19:00:00,47461
2019,spring,常规赛,DMO,VG,1,2,01-28,17:00,https://www.wanplus.com/schedule/47462.html,2019/01/28 17:00:00,47462
2019,spring,常规赛,OMG,V5,0,2,01-28,19:00,https://www.wanplus.com/schedule/47463.html,2019/01/28 19:00:00,47463
2019,spring,常规赛,LGD,TES,0,2,01-29,17:00,https://www.wanplus.com/schedule/47464.html,2019/01/29 17:00:00,47464
2019,spring,常规赛,WE,EDG,2,0,01-29,19:00,https://www.wanplus.com/schedule/47465.html,2019/01/29 19:00:00,47465
2019,spring,常规赛,IG,LNG,2,0,01-30,17:00,https://www.wanplus.com/schedule/47466.html,2019/01/30 17:00:00,47466
2019,spring,常规赛,SN,FPX,1,2,01-30,19:00,https://www.wanplus.com/schedule/47467.html,2019/01/30 19:00:00,47467
2019,spring,常规赛,VG,RNG,0,2,02-15,17:00,https://www.wanplus.com/schedule/47468.html,2019/02/15 17:00:00,47468
2019,spring,常规赛,DMO,RW,2,0,02-15,19:00,https://www.wanplus.com/schedule/47469.html,2019/02/15 19:00:00,47469
2019,spring,常规赛,BLG,JDG,0,2,02-16,17:00,https://www.wanplus.com/schedule/47470.html,2019/02/16 17:00:00,47470
